Name,Position,Team,URL
Alfred Duncan,MF,Fiorentina,/en/players/528492ea/Alfred-Duncan
Lewis Dunk,DF,Brighton,/en/players/282f75f3/Lewis-Dunk
Maxime Dupé,GK,Toulouse,/en/players/0e12089d/Maxime-Dupe
Pablo Durán,MF,Celta Vigo,/en/players/6db116ec/Pablo-Duran
Hugo Duro,FW,Valencia,/en/players/37e103f8/Hugo-Duro
Jean-Kevin Duverne,DF,Brest,/en/players/0cbc8baa/Jean-Kevin-Duverne
Paulo Dybala,MF,Roma,/en/players/e0921a4f/Paulo-Dybala
Edin Džeko,FW,Inter,/en/players/3bb7f478/Edin-Dzeko
Malcolm Ebiowei,MF,Crystal Palace,/en/players/fa9fa773/Malcolm-Ebiowei
Festy Ebosele,DF,Udinese,/en/players/dbfa4f16/Festy-Ebosele
Enzo Ebosse,DF,Udinese,/en/players/9ba7b4fa/Enzo-Ebosse
Tyronne Ebuehi,DF,Empoli,/en/players/6af30900/Tyronne-Ebuehi
Ederson,GK,Manchester City,/en/players/3bb7b8b4/Ederson
Éderson,MF,Atalanta,/en/players/a9202def/Ederson
Odsonne Édouard,FW,Crystal Palace,/en/players/0562b7f1/Odsonne-Edouard
Samuel Edozie,FW,Southampton,/en/players/007414dd/Samuel-Edozie
Maximilian Eggestein,MF,Freiburg,/en/players/beb882a8/Maximilian-Eggestein
Lilian Egloff,MF,Stuttgart,/en/players/2f7fec15/Lilian-Egloff
Íñigo Eguaras,MF,Almería,/en/players/3e93f8cf/Inigo-Eguaras
Kingsley Ehizibue,DF,Udinese,/en/players/76b2817e/Kingsley-Ehizibue
Kingsley Ehizibue,DF,Köln,/en/players/76b2817e/Kingsley-Ehizibue
Chidera Ejuke,FW,Hertha BSC,/en/players/e7f3e8a7/Chidera-Ejuke
Albin Ekdal,MF,Spezia,/en/players/f503ea63/Albin-Ekdal
Hugo Ekitike,FW,Paris S-G,/en/players/5b92d896/Hugo-Ekitike
Emmanuel Ekong,FW,Empoli,/en/players/c20892ee/Emmanuel-Ekong
Anthony Elanga,FW,Manchester Utd,/en/players/2fba6108/Anthony-Elanga
Mikael Ellertsson,MF,Spezia,/en/players/c55967eb/Mikael-Ellertsson
Harvey Elliott,MF,Liverpool,/en/players/c8387671/Harvey-Elliott
Elif Elmas,MF,Napoli,/en/players/cf007308/Elif-Elmas
Mohamed Elneny,MF,Arsenal,/en/players/47a34c4f/Mohamed-Elneny
Aritz Elustondo,DF,Real Sociedad,/en/players/f7dc2ae5/Aritz-Elustondo
Nico Elvedi,DF,M'Gladbach,/en/players/48035304/Nico-Elvedi
Rodrigo Ely,DF,Almería,/en/players/fd47b4f2/Rodrigo-Ely
Sepe Elye Wahi,FW,Montpellier,/en/players/0d7b6576/Sepe-Elye-Wahi
Mohamed Elyounoussi,MF,Southampton,/en/players/68dc0dac/Mohamed-Elyounoussi
Adri Embarba,FW,Almería,/en/players/db8f0eba/Adri-Embarba
Adri Embarba,FW,Espanyol,/en/players/db8f0eba/Adri-Embarba
Breel Embolo,FW,Monaco,/en/players/0b4f388a/Breel-Embolo
Emerson,DF,Tottenham,/en/players/df8b52a5/Emerson
Youssef En-Nesyri,FW,Sevilla,/en/players/04e17fd5/Youssef-En-Nesyri
Wataru Endo,MF,Stuttgart,/en/players/c149016b/Wataru-Endo
Christian Eriksen,MF,Manchester Utd,/en/players/980522ec/Christian-Eriksen
Martin Erlic,DF,Sassuolo,/en/players/0fee6bda/Martin-Erlic
Gonzalo Escalante,MF,Cremonese,/en/players/3f79a1c8/Gonzalo-Escalante
Sergio Escudero,DF,Valladolid,/en/players/b0616e3d/Sergio-Escudero
Alfonso Espino,DF,Cádiz,/en/players/db001fa9/Alfonso-Espino
Bernardo Espinosa,DF,Girona,/en/players/4242011c/Bernardo-Espinosa
Maxime Estève,DF,Montpellier,/en/players/1a066e69/Maxime-Esteve
Pervis Estupiñán,DF,Brighton,/en/players/d38fdf53/Pervis-Estupinan
Jonny Evans,DF,Leicester City,/en/players/f8fcd2a5/Jonny-Evans
Edu Expósito,MF,Espanyol,/en/players/283c7121/Edu-Exposito
Eberechi Eze,MF,Crystal Palace,/en/players/ae4fc6a4/Eberechi-Eze
Nicolás Ezequiel Fernández,MF,Elche,/en/players/3409de86/Nicolas-Ezequiel-Fernandez
Abdessamad Ezzalzouli,FW,Osasuna,/en/players/bed68338/Abdessamad-Ezzalzouli
Łukasz Fabiański,GK,West Ham,/en/players/9328b835/Lukasz-Fabianski
Fabinho,MF,Liverpool,/en/players/7f3b388c/Fabinho
Fábio,DF,Nantes,/en/players/bc7b4580/Fabio
Noah Fadiga,DF,Brest,/en/players/83f03b07/Noah-Fadiga
Wout Faes,DF,Leicester City,/en/players/9c221d14/Wout-Faes
Wout Faes,DF,Reims,/en/players/9c221d14/Wout-Faes
Nicolò Fagioli,MF,Juventus,/en/players/366be751/Nicolo-Fagioli
Romain Faivre,MF,Lyon,/en/players/745ca0a3/Romain-Faivre
Radamel Falcao,FW,Rayo Vallecano,/en/players/66116290/Radamel-Falcao
Wladimiro Falcone,GK,Lecce,/en/players/9f5a610b/Wladimiro-Falcone
Fali,DF,Cádiz,/en/players/72a84002/Fali
Davide Faraoni,DF,Hellas Verona,/en/players/aae9d04a/Davide-Faraoni
Ansu Fati,FW,Barcelona,/en/players/0ba976e4/Ansu-Fati
Khalil Fayad,MF,Montpellier,/en/players/faf00ab8/Khalil-Fayad
Federico Fazio,DF,Salernitana,/en/players/4e358a2d/Federico-Fazio
Jacopo Fazzini,MF,Empoli,/en/players/06b08c45/Jacopo-Fazzini
Zouhair Feddal,DF,Valladolid,/en/players/89151b16/Zouhair-Feddal
Nabil Fekir,MF,Betis,/en/players/bece776f/Nabil-Fekir
Felipe,DF,Atlético Madrid,/en/players/51a3c4c8/Felipe
Luiz Felipe,DF,Betis,/en/players/15d0c248/Luiz-Felipe
João Félix,FW,Chelsea,/en/players/8aafd64f/Joao-Felix
João Félix,FW,Atlético Madrid,/en/players/8aafd64f/Joao-Felix
Ohis Felix Uduokhai,DF,Augsburg,/en/players/677da306/Ohis-Felix-Uduokhai
Kiko Femenía,DF,Villarreal,/en/players/e5d01ecf/Kiko-Femenia
Evan Ferguson,FW,Brighton,/en/players/4596da74/Evan-Ferguson
Lewis Ferguson,MF,Bologna,/en/players/ee64a822/Lewis-Ferguson
Bruno Fernandes,MF,Manchester Utd,/en/players/507c7bdf/Bruno-Fernandes
Edimilson Fernandes,DF,Mainz 05,/en/players/3bb625ac/Edimilson-Fernandes
Aitor Fernández,GK,Osasuna,/en/players/a01c3d54/Aitor-Fernandez
Álex Fernández,MF,Cádiz,/en/players/aa677a35/Alex-Fernandez
Álvaro Fernández,GK,Espanyol,/en/players/f127d782/Alvaro-Fernandez
Carlos Fernández,FW,Real Sociedad,/en/players/e08647d6/Carlos-Fernandez
Federico Fernández,DF,Elche,/en/players/f25b010f/Federico-Fernandez
Joaquín Fernández,DF,Valladolid,/en/players/b86a64b2/Joaquin-Fernandez
Mateo Fernández,MF,Leeds United,/en/players/6ad43f9a/Mateo-Fernandez
Fernando,GK,Almería,/en/players/dabb2827/Fernando
Fernando,MF,Sevilla,/en/players/41f32541/Fernando
Alex Ferrari,DF,Sampdoria,/en/players/d0dbca9f/Alex-Ferrari
Alex Ferrari,DF,Cremonese,/en/players/d0dbca9f/Alex-Ferrari
Salvador Ferrer,DF,Spezia,/en/players/eb76987d/Salvador-Ferrer
Jordan Ferri,MF,Montpellier,/en/players/375622c5/Jordan-Ferri
Fidel,FW,Elche,/en/players/eb82b6f1/Fidel
Karol Fila,DF,Strasbourg,/en/players/50ac8941/Karol-Fila
Roberto Firmino,FW,Liverpool,/en/players/4c370d81/Roberto-Firmino
Junior Firpo,DF,Leeds United,/en/players/24f59bb2/Junior-Firpo
Kilian Fischer,DF,Wolfsburg,/en/players/79f7302a/Kilian-Fischer
Mark Flekken,GK,Freiburg,/en/players/a92ab7be/Mark-Flekken
Florian Flick,MF,Schalke 04,/en/players/9642c929/Florian-Flick
Alexis Flips,DF,Reims,/en/players/caef7840/Alexis-Flips
Alessandro Florenzi,DF,Milan,/en/players/e288d4b3/Alessandro-Florenzi
Phil Foden,FW,Manchester City,/en/players/ed1e53f3/Phil-Foden
Seko Fofana,MF,Lens,/en/players/5313ed43/Seko-Fofana
Wesley Fofana,DF,Leicester City,/en/players/132a82f1/Wesley-Fofana
Wesley Fofana,DF,Chelsea,/en/players/132a82f1/Wesley-Fofana
Yahia Fofana,GK,Angers,/en/players/9d420dad/Yahia-Fofana
Youssouf Fofana,MF,Monaco,/en/players/822d51d7/Youssouf-Fofana
Thomas Foket,DF,Reims,/en/players/90eb507d/Thomas-Foket
José Fonte,DF,Lille,/en/players/90f87966/Jose-Fonte
Pablo Fornals,FW,West Ham,/en/players/82927de4/Pablo-Fornals
Emil Forsberg,MF,RB Leipzig,/en/players/9a2e0ccc/Emil-Forsberg
Adam Forshaw,MF,Leeds United,/en/players/9f1938ab/Adam-Forshaw
Fraser Forster,GK,Tottenham,/en/players/c3e39f12/Fraser-Forster
Philipp Förster,MF,Bochum,/en/players/76fa965f/Philipp-Forster
Steven Fortes,DF,Lens,/en/players/574aa9ec/Steven-Fortes
Timothy Fosu-Mensah,DF,Leverkusen,/en/players/a9142dc3/Timothy-Fosu-Mensah
Dimitri Foulquier,DF,Valencia,/en/players/45e17712/Dimitri-Foulquier
Juan Foyth,DF,Villarreal,/en/players/6c7762c3/Juan-Foyth
Raphael Framberger,DF,Augsburg,/en/players/626fab5f/Raphael-Framberger
Tyrese Francois,FW,Fulham,/en/players/6722d4f0/Tyrese-Francois
Bartol Franjić,MF,Wolfsburg,/en/players/697dc00a/Bartol-Franjic
Przemysław Frankowski,DF,Lens,/en/players/00a8d210/Przemyslaw-Frankowski
Ryan Fraser,FW,Newcastle Utd,/en/players/d56543a0/Ryan-Fraser
Davide Frattesi,MF,Sassuolo,/en/players/2a7d27c1/Davide-Frattesi
Fred,MF,Manchester Utd,/en/players/b853e0ad/Fred
Ryan Fredericks,DF,Bournemouth,/en/players/c067631c/Ryan-Fredericks
Iván Fresneda,DF,Valladolid,/en/players/29d0f2ac/Ivan-Fresneda
Remo Freuler,MF,Nott'ham Forest,/en/players/98d2c2c4/Remo-Freuler
Marco Friedl,DF,Werder Bremen,/en/players/f86ad3f5/Marco-Friedl
Marvin Friedrich,DF,M'Gladbach,/en/players/b77f44a4/Marvin-Friedrich
Jeremie Frimpong,DF,Leverkusen,/en/players/74f2e748/Jeremie-Frimpong
Chris Führich,MF,Stuttgart,/en/players/0cf778df/Chris-Fuhrich
Angelo Fulgini,MF,Mainz 05,/en/players/4b96c347/Angelo-Fulgini
Niclas Füllkrug,FW,Werder Bremen,/en/players/4f16405e/Niclas-Fullkrug
Matteo Gabbia,DF,Milan,/en/players/c235e803/Matteo-Gabbia
Manolo Gabbiadini,FW,Sampdoria,/en/players/8f866fe8/Manolo-Gabbiadini
Gianluca Gaetano,MF,Napoli,/en/players/3b387cc7/Gianluca-Gaetano
Roberto Gagliardini,MF,Inter,/en/players/ce30bfc8/Roberto-Gagliardini
Cody Gakpo,FW,Liverpool,/en/players/1971591f/Cody-Gakpo
Javi Galán,DF,Celta Vigo,/en/players/a4b00319/Javi-Galan
Iñigo Ruiz de Galarreta,MF,Mallorca,/en/players/91f7631f/Inigo-Ruiz-de-Galarreta
Conor Gallagher,MF,Chelsea,/en/players/c2731c10/Conor-Gallagher
Antonino Gallo,DF,Lecce,/en/players/c74d63ac/Antonino-Gallo
Gauthier Gallon,GK,Troyes,/en/players/db3164e1/Gauthier-Gallon
Cristian Gamboa,DF,Bochum,/en/players/f27680d9/Cristian-Gamboa
Kévin Gameiro,FW,Strasbourg,/en/players/42276181/Kevin-Gameiro
Idrissa Gana Gueye,MF,Everton,/en/players/72c812f3/Idrissa-Gana-Gueye
Ignatius Ganago,FW,Nantes,/en/players/23c63b7f/Ignatius-Ganago
Ignatius Ganago,FW,Lens,/en/players/23c63b7f/Ignatius-Ganago
Silvère Ganvoula M'Boussy,FW,Bochum,/en/players/6c731625/Silvere-Ganvoula-MBoussy
Aleix García,MF,Girona,/en/players/a10361d2/Aleix-Garcia
Álvaro García,FW,Rayo Vallecano,/en/players/90bbd822/Alvaro-Garcia
Carlos García,DF,Cádiz,/en/players/661e2822/Carlos-Garcia
Dani García,MF,Athletic Club,/en/players/240d3a0b/Dani-Garcia
David García,DF,Osasuna,/en/players/3e42f707/David-Garcia
Eric García,DF,Barcelona,/en/players/2bed3eab/Eric-Garcia
Francisco Garcia,DF,Rayo Vallecano,/en/players/7226539b/Francisco-Garcia
Raúl García,MF,Athletic Club,/en/players/b418dbd4/Raul-Garcia
Rubén García,MF,Osasuna,/en/players/5c96b017/Ruben-Garcia
Unai García,DF,Osasuna,/en/players/4a633cfe/Unai-Garcia
Alejandro Garnacho,FW,Manchester Utd,/en/players/7aa8adfe/Alejandro-Garnacho
James Garner,MF,Everton,/en/players/4e015693/James-Garner
Felix Garreta,DF,Betis,/en/players/9a26fa06/Felix-Garreta
Sékou Gassama,FW,Valladolid,/en/players/475a738b/Sekou-Gassama
Johan Gastien,MF,Clermont Foot,/en/players/868eaba0/Johan-Gastien
Federico Gatti,DF,Juventus,/en/players/18dd3219/Federico-Gatti
Gavi,MF,Barcelona,/en/players/19cae58d/Gavi
Paulo Gazzaniga,GK,Girona,/en/players/63d17038/Paulo-Gazzaniga
David de Gea,GK,Manchester Utd,/en/players/7ba6d84e/David-de-Gea
Dennis Geiger,MF,Hoffenheim,/en/players/37f606f0/Dennis-Geiger
Joe Gelhardt,FW,Leeds United,/en/players/01962d0d/Joe-Gelhardt
Valentin Gendrey,DF,Lecce,/en/players/822ed0ec/Valentin-Gendrey
Denis Genreau,MF,Toulouse,/en/players/badcdcae/Denis-Genreau
Yannick Gerhardt,MF,Wolfsburg,/en/players/62ab9184/Yannick-Gerhardt
Valère Germain,FW,Montpellier,/en/players/ea0ff634/Valere-Germain
Gerson,MF,Marseille,/en/players/8827bf46/Gerson
Ismaël Gharbi,FW,Paris S-G,/en/players/5b3cfa12/Ismael-Gharbi
Paolo Ghiglione,DF,Cremonese,/en/players/71dc23da/Paolo-Ghiglione
Saman Ghoddos,MF,Brentford,/en/players/f7b1d4e0/Saman-Ghoddos
Morgan Gibbs-White,FW,Wolves,/en/players/32f60ed8/Morgan-Gibbs-White
Morgan Gibbs-White,FW,Nott'ham Forest,/en/players/32f60ed8/Morgan-Gibbs-White
Niko Gießelmann,DF,Union Berlin,/en/players/7242b495/Niko-Giesselmann
Samuel Gigot,DF,Marseille,/en/players/41eebdf5/Samuel-Gigot
Rafał Gikiewicz,GK,Augsburg,/en/players/17376543/Rafal-Gikiewicz
Óscar Gil,DF,Espanyol,/en/players/6652cf96/Oscar-Gil
Mario Gila,DF,Lazio,/en/players/9c435456/Mario-Gila
Billy Gilmour,MF,Brighton,/en/players/df10e27c/Billy-Gilmour
Álvaro Giménez,FW,Cádiz,/en/players/18017beb/Alvaro-Gimenez
Matthias Ginter,DF,Freiburg,/en/players/f521b80a/Matthias-Ginter
Andrei Girotto,DF,Nantes,/en/players/3befc2b6/Andrei-Girotto
Olivier Giroud,FW,Milan,/en/players/16ceb862/Olivier-Giroud
Serge Gnabry,FW,Bayern Munich,/en/players/88e357ef/Serge-Gnabry
Degnand Gnonto,FW,Leeds United,/en/players/75fdd638/Degnand-Gnonto
Ben Godfrey,DF,Everton,/en/players/9f7c837d/Ben-Godfrey
Pierluigi Gollini,GK,Fiorentina,/en/players/f0f7f62f/Pierluigi-Gollini
Aleksandr Golovin,MF,Monaco,/en/players/3708e9fa/Aleksandr-Golovin
André Gomes,MF,Lille,/en/players/1961b2aa/Andre-Gomes
Angel Gomes,MF,Lille,/en/players/645a3363/Angel-Gomes
Toti Gomes,DF,Wolves,/en/players/f0caab96/Toti-Gomes
Dani Gómez,MF,Espanyol,/en/players/0e5ddc7c/Dani-Gomez
Joe Gomez,DF,Liverpool,/en/players/7a11550b/Joe-Gomez
Maxi Gómez,FW,Valencia,/en/players/4c2e9442/Maxi-Gomez
Moi Gómez,MF,Osasuna,/en/players/5a626448/Moi-Gomez
Papu Gómez,FW,Sevilla,/en/players/6e4df551/Papu-Gomez
Sergi Gómez,DF,Espanyol,/en/players/bc6f5f06/Sergi-Gomez
Sergio Gómez,DF,Manchester City,/en/players/01e5f06e/Sergio-Gomez
Maxime Gonalons,MF,Clermont Foot,/en/players/b8c1de25/Maxime-Gonalons
Diego González,DF,Elche,/en/players/4ac7608e/Diego-Gonzalez
Édgar González,DF,Betis,/en/players/49d028db/Edgar-Gonzalez
Giovanni González,DF,Mallorca,/en/players/1fc474ae/Giovanni-Gonzalez
Joan Gonzàlez,MF,Lecce,/en/players/f025eade/Joan-Gonzalez
Nicolás González,FW,Fiorentina,/en/players/2374aaca/Nicolas-Gonzalez
Nicolás González,MF,Valencia,/en/players/2c56a792/Nicolas-Gonzalez
Oumar Gonzalez,DF,Ajaccio,/en/players/a9d4c241/Oumar-Gonzalez
Roberto González,FW,Betis,/en/players/56545648/Roberto-Gonzalez
Jacek Góralski,MF,Bochum,/en/players/83b9c48f/Jacek-Goralski
Anthony Gordon,FW,Everton,/en/players/2bd83368/Anthony-Gordon
Leon Goretzka,MF,Bayern Munich,/en/players/cc86b9a3/Leon-Goretzka
Andoni Gorosabel,DF,Real Sociedad,/en/players/6f5f82c0/Andoni-Gorosabel
Robin Gosens,DF,Inter,/en/players/2d970560/Robin-Gosens
Mario Götze,MF,Eint Frankfurt,/en/players/9efa1d25/Mario-Gotze
Amine Gouiri,FW,Nice,/en/players/aad56ca3/Amine-Gouiri
Amine Gouiri,FW,Rennes,/en/players/aad56ca3/Amine-Gouiri
Jeffrey Gouweleeuw,DF,Augsburg,/en/players/1025db8e/Jeffrey-Gouweleeuw
Jonathan Gradit,DF,Lens,/en/players/06c48679/Jonathan-Gradit
Alberto Grassi,MF,Empoli,/en/players/6cc97b6a/Alberto-Grassi
Ryan Gravenberch,MF,Bayern Munich,/en/players/b8e740fb/Ryan-Gravenberch
Andrew Gravillon,DF,Reims,/en/players/49136c42/Andrew-Gravillon
Demarai Gray,FW,Everton,/en/players/4468ec10/Demarai-Gray
Adrian Grbić,MF,Lorient,/en/players/4a987ffa/Adrian-Grbic
Ivo Grbić,GK,Atlético Madrid,/en/players/3f034750/Ivo-Grbic
Jack Grealish,FW,Manchester City,/en/players/b0b4fd3e/Jack-Grealish
Sam Greenwood,MF,Leeds United,/en/players/f3354c07/Sam-Greenwood
Michael Gregoritsch,FW,Freiburg,/en/players/8e235926/Michael-Gregoritsch
Leo Greiml,DF,Schalke 04,/en/players/f9dfb7ae/Leo-Greiml
Clément Grenier,MF,Mallorca,/en/players/8b298f56/Clement-Grenier
Antoine Griezmann,FW,Atlético Madrid,/en/players/df69b544/Antoine-Griezmann
Vincenzo Grifo,FW,Freiburg,/en/players/54e4866f/Vincenzo-Grifo
Lennart Grill,GK,Union Berlin,/en/players/37998008/Lennart-Grill
Arnaut Groeneveld,FW,Villarreal,/en/players/f08490a6/Arnaut-Groeneveld
Christian Groß,MF,Werder Bremen,/en/players/14a7af33/Christian-Gross
Pascal Groß,MF,Brighton,/en/players/8aec0537/Pascal-Gross
Ilia Gruev,MF,Werder Bremen,/en/players/1fc4f3d1/Ilia-Gruev
Carlos Gruezo,MF,Augsburg,/en/players/f2dd9a21/Carlos-Gruezo
Vicente Guaita,GK,Crystal Palace,/en/players/ab13a5aa/Vicente-Guaita
Andrés Guardado,MF,Betis,/en/players/ef322658/Andres-Guardado
Sergi Guardiola,FW,Valladolid,/en/players/32974271/Sergi-Guardiola
Nemanja Gudelj,DF,Sevilla,/en/players/0076ab7f/Nemanja-Gudelj
Gabriel Gudmundsson,FW,Lille,/en/players/d5d22a58/Gabriel-Gudmundsson
Gonçalo Guedes,FW,Wolves,/en/players/e6bc67d7/Goncalo-Guedes
Axel Gueguin,FW,Montpellier,/en/players/f6857b4f/Axel-Gueguin
Marc Guéhi,DF,Crystal Palace,/en/players/d0706b27/Marc-Guehi
Mattéo Guendouzi,MF,Marseille,/en/players/5ea8ef20/Matteo-Guendouzi
Raphaël Guerreiro,DF,Dortmund,/en/players/048a1cbc/Raphael-Guerreiro
Evann Guessand,FW,Nantes,/en/players/b73f17f8/Evann-Guessand
Ander Guevara,MF,Real Sociedad,/en/players/8e48dc61/Ander-Guevara
Pape Gueye,MF,Marseille,/en/players/7155e3e1/Pape-Gueye
Josuha Guilavogui,MF,Wolfsburg,/en/players/e6c43eec/Josuha-Guilavogui
Hugo Guillamón,MF,Valencia,/en/players/f7c12fbf/Hugo-Guillamon
Bruno Guimarães,MF,Newcastle Utd,/en/players/82518f62/Bruno-Guimaraes
Sehrou Guirassy,MF,Rennes,/en/players/923f4dda/Sehrou-Guirassy
Sehrou Guirassy,FW,Stuttgart,/en/players/923f4dda/Sehrou-Guirassy
Rafik Guitane,FW,Reims,/en/players/7091324a/Rafik-Guitane
Péter Gulácsi,GK,RB Leipzig,/en/players/bcb2ccd8/Peter-Gulacsi
Manuel Gulde,DF,Freiburg,/en/players/25ab9c9c/Manuel-Gulde
Gerard Gumbau,MF,Elche,/en/players/ac454a4f/Gerard-Gumbau
Robert Gumny,DF,Augsburg,/en/players/1df0c0b9/Robert-Gumny
İlkay Gündoğan,MF,Manchester City,/en/players/819b3158/Ilkay-Gundogan
Christian Günter,DF,Freiburg,/en/players/8593f88c/Christian-Gunter
Koray Günter,DF,Hellas Verona,/en/players/f1f1f238/Koray-Gunter
Gorka Guruzeta,FW,Athletic Club,/en/players/6b5ea2f4/Gorka-Guruzeta
Malo Gusto,DF,Lyon,/en/players/d56b9520/Malo-Gusto
Raúl Guti,MF,Elche,/en/players/0b2c8585/Raul-Guti
Miguel Gutiérrez,DF,Girona,/en/players/7e98cff1/Miguel-Gutierrez
Joško Gvardiol,DF,RB Leipzig,/en/players/5ad50391/Josko-Gvardiol
Darko Gyabi,FW,Leeds United,/en/players/56d838f7/Darko-Gyabi
Emmanuel Gyasi,FW,Spezia,/en/players/f9758dae/Emmanuel-Gyasi
Norbert Gyömbér,DF,Salernitana,/en/players/0be276c6/Norbert-Gyomber
Christian Gytkjær,FW,Monza,/en/players/9250bcff/Christian-Gytkjaer
Erling Haaland,FW,Manchester City,/en/players/1f44ac21/Erling-Haaland
Nicolas Haas,MF,Empoli,/en/players/fa449bba/Nicolas-Haas
Janik Haberer,MF,Union Berlin,/en/players/70dcf94d/Janik-Haberer
Alexander Hack,DF,Mainz 05,/en/players/a5ec3ede/Alexander-Hack
Munir El Haddadi,MF,Getafe,/en/players/8696bc90/Munir-El-Haddadi
André Hahn,FW,Augsburg,/en/players/cd82452e/Andre-Hahn
Amadou Haidara,MF,RB Leipzig,/en/players/92432bc6/Amadou-Haidara
Massadio Haïdara,DF,Lens,/en/players/5167c97e/Massadio-Haidara
Achraf Hakimi,DF,Paris S-G,/en/players/e42d61c7/Achraf-Hakimi
Lewis Hall,DF,Chelsea,/en/players/da011f18/Lewis-Hall
Marcel Halstenberg,DF,RB Leipzig,/en/players/8ff2354e/Marcel-Halstenberg
Romain Hamouma,FW,Ajaccio,/en/players/0b4d8274/Romain-Hamouma
Samir Handanović,GK,Inter,/en/players/74419746/Samir-Handanovic
Genki Haraguchi,MF,Union Berlin,/en/players/f24ea523/Genki-Haraguchi
Amine Harit,MF,Marseille,/en/players/e7d59f4f/Amine-Harit
Luke Harris,MF,Fulham,/en/players/8c3078cd/Luke-Harris
Jack Harrison,FW,Leeds United,/en/players/aa849a12/Jack-Harrison
Abdou Harroui,MF,Sassuolo,/en/players/65fd099c/Abdou-Harroui
Makoto Hasebe,DF,Eint Frankfurt,/en/players/9ab16552/Makoto-Hasebe
Hans Hateboer,DF,Atalanta,/en/players/3b333ac3/Hans-Hateboer
Kai Havertz,FW,Chelsea,/en/players/fed7cb61/Kai-Havertz
Eden Hazard,FW,Real Madrid,/en/players/a39bb753/Eden-Hazard
Thorgan Hazard,FW,Dortmund,/en/players/50871bcc/Thorgan-Hazard
Rhys Healey,FW,Toulouse,/en/players/07ace8c3/Rhys-Healey
Jan Paul van Hecke,DF,Brighton,/en/players/4fd08daa/Jan-Paul-van-Hecke
Jonas Hector,DF,Köln,/en/players/c2009df3/Jonas-Hector
Hwang Hee-chan,FW,Wolves,/en/players/169fd162/Hwang-Hee-chan
Gauthier Hein,MF,Auxerre,/en/players/563fcd6b/Gauthier-Hein
Dominique Heintz,DF,Bochum,/en/players/699fb8db/Dominique-Heintz
Dean Henderson,GK,Nott'ham Forest,/en/players/e5a76dfe/Dean-Henderson
Jordan Henderson,MF,Liverpool,/en/players/935e6b8f/Jordan-Henderson
Liam Henderson,MF,Empoli,/en/players/d7918b13/Liam-Henderson
Jack Hendry,DF,Cremonese,/en/players/ffed43e3/Jack-Hendry
Wayne Hennessey,GK,Nott'ham Forest,/en/players/76eca7e2/Wayne-Hennessey
Benjamin Henrichs,DF,RB Leipzig,/en/players/0a89e877/Benjamin-Henrichs
Henrique,DF,Lyon,/en/players/f28474a4/Henrique
Luiz Henrique,FW,Betis,/en/players/8059806f/Luiz-Henrique
Matheus Henrique,MF,Sassuolo,/en/players/a2d9f138/Matheus-Henrique
Rico Henry,DF,Brentford,/en/players/8a3c1dc7/Rico-Henry
Thomas Henry,FW,Hellas Verona,/en/players/9ef42479/Thomas-Henry
Christophe Hérelle,DF,Brest,/en/players/3681cfff/Christophe-Herelle
Mario Hermoso,DF,Atlético Madrid,/en/players/555f3a0b/Mario-Hermoso
Aridane Hernández,DF,Osasuna,/en/players/132ac341/Aridane-Hernandez
Lucas Hernández,DF,Bayern Munich,/en/players/c3ee18ef/Lucas-Hernandez
Luis Hernández,DF,Cádiz,/en/players/02d2c436/Luis-Hernandez
Theo Hernández,DF,Milan,/en/players/d4c9725f/Theo-Hernandez
Ander Herrera,MF,Athletic Club,/en/players/436a9dd0/Ander-Herrera
Sergio Herrera,GK,Osasuna,/en/players/a4995f48/Sergio-Herrera
Yangel Herrera,MF,Girona,/en/players/e778654a/Yangel-Herrera
Patrick Herrmann,MF,M'Gladbach,/en/players/dfb6490a/Patrick-Herrmann
Son Heung-min,MF,Tottenham,/en/players/92e7e919/Son-Heung-min
Aaron Hickey,DF,Brentford,/en/players/1780bb4a/Aaron-Hickey
Isak Hien,DF,Hellas Verona,/en/players/12806697/Isak-Hien
Omar El Hilali,DF,Espanyol,/en/players/139560df/Omar-El-Hilali
Piero Hincapié,DF,Leverkusen,/en/players/0c7a48f8/Piero-Hincapie
Morten Hjulmand,MF,Lecce,/en/players/d4456fb3/Morten-Hjulmand
Adam Hložek,FW,Leverkusen,/en/players/5521f419/Adam-Hlozek
Joseph Hodge,MF,Wolves,/en/players/bd8a5d95/Joseph-Hodge
Nicolas Höfler,MF,Freiburg,/en/players/5d8e331f/Nicolas-Hofler
Jonas Hofmann,FW,M'Gladbach,/en/players/2903a856/Jonas-Hofmann
Philipp Hofmann,FW,Bochum,/en/players/877bc844/Philipp-Hofmann
Rob Holding,DF,Arsenal,/en/players/d79a8c87/Rob-Holding
Lucas Höler,FW,Freiburg,/en/players/ca618d23/Lucas-Holer
Mason Holgate,DF,Everton,/en/players/d0042ab9/Mason-Holgate
Emil Holm,DF,Spezia,/en/players/c2357b65/Emil-Holm
Noah Holm,FW,Reims,/en/players/61b77d0a/Noah-Holm
Gerrit Holtmann,FW,Bochum,/en/players/2979c05a/Gerrit-Holtmann
Martin Hongla,MF,Hellas Verona,/en/players/b85bf253/Martin-Hongla
Franck Honorat,FW,Brest,/en/players/db7849ca/Franck-Honorat
Jannes Horn,DF,Bochum,/en/players/2b83fa49/Jannes-Horn
